file,num_seqs,sum_len
A0431_R2.fastq.gz,3055994,458399100
A0432_R1.fastq.gz,3058875,458831250
A0432_R2.fastq.gz,3058875,458831250
A0433_R1.fastq.gz,2807874,421181100
A0433_R2.fastq.gz,2807874,421181100
A0434_R1.fastq.gz,2707657,406148550
A0434_R2.fastq.gz,2707657,406148550
A0435_R1.fastq.gz,2801978,420296700
A0435_R2.fastq.gz,2801978,420296700
A0436_R1.fastq.gz,2973753,446062950
A0436_R2.fastq.gz,2973753,446062950
A0437_R1.fastq.gz,2854699,428204850
A0437_R2.fastq.gz,2854699,428204850
A0438_R1.fastq.gz,2774595,416189250
A0438_R2.fastq.gz,2774595,416189250
A0439_R1.fastq.gz,2860952,429142800
A0439_R2.fastq.gz,2860952,429142800
A0440_R1.fastq.gz,2715067,407260050
A0440_R2.fastq.gz,2715067,407260050
A0441_R1.fastq.gz,2894713,434206950
A0441_R2.fastq.gz,2894713,434206950
A0442_R1.fastq.gz,2586272,387940800
A0442_R2.fastq.gz,2586272,387940800
A0443_R1.fastq.gz,2878098,431714700
A0443_R2.fastq.gz,2878098,431714700
A0444_R1.fastq.gz,2991212,448681800
A0444_R2.fastq.gz,2991212,448681800
A0445_R1.fastq.gz,3017728,452659200
A0445_R2.fastq.gz,3017728,452659200
A0446_R1.fastq.gz,2882533,432379950
A0446_R2.fastq.gz,2882533,432379950
A0447_R1.fastq.gz,2917996,437699400
A0447_R2.fastq.gz,2917996,437699400
A0448_R1.fastq.gz,2821690,423253500
A0448_R2.fastq.gz,2821690,423253500
A0449_R1.fastq.gz,3050781,457617150
A0449_R2.fastq.gz,3050781,457617150
A0450_R1.fastq.gz,2786061,417909150
A0450_R2.fastq.gz,2786061,417909150
A0451_R1.fastq.gz,2902273,435340950
A0451_R2.fastq.gz,2902273,435340950
A0452_R1.fastq.gz,3069169,460375350
A0452_R2.fastq.gz,3069169,460375350
A0453_R1.fastq.gz,2980207,447031050
A0453_R2.fastq.gz,2980207,447031050
A0454_R1.fastq.gz,3034869,455230350
A0454_R2.fastq.gz,3034869,455230350
A0455_R1.fastq.gz,2988382,448257300
A0455_R2.fastq.gz,2988382,448257300
A0456_R1.fastq.gz,2634864,395229600
A0456_R2.fastq.gz,2634864,395229600
A0457_R1.fastq.gz,3137324,470598600
A0457_R2.fastq.gz,3137324,470598600
A0458_R1.fastq.gz,2899021,434853150
A0458_R2.fastq.gz,2899021,434853150
A0459_R1.fastq.gz,788389,118258350
A0459_R2.fastq.gz,788389,118258350
A0460_R1.fastq.gz,3037255,455588250
A0460_R2.fastq.gz,3037255,455588250
A0461_R1.fastq.gz,3071984,460797600
A0461_R2.fastq.gz,3071984,460797600
A0462_R1.fastq.gz,3048327,457249050
A0462_R2.fastq.gz,3048327,457249050
A0463_R1.fastq.gz,3193168,478975200
A0463_R2.fastq.gz,3193168,478975200
A0464_R1.fastq.gz,2977543,446631450
A0464_R2.fastq.gz,2977543,446631450
A0465_R1.fastq.gz,2871849,430777350
A0465_R2.fastq.gz,2871849,430777350
A0466_R1.fastq.gz,2852639,427895850
A0466_R2.fastq.gz,2852639,427895850
A0467_R1.fastq.gz,2825879,423881850
A0467_R2.fastq.gz,2825879,423881850
A0468_R1.fastq.gz,2910890,436633500
A0468_R2.fastq.gz,2910890,436633500
A0469_R1.fastq.gz,2878306,431745900
A0469_R2.fastq.gz,2878306,431745900
A0470_R1.fastq.gz,2870587,430588050
A0470_R2.fastq.gz,2870587,430588050
A0471_R1.fastq.gz,2782946,417441900
A0471_R2.fastq.gz,2782946,417441900
A0472_R1.fastq.gz,2538280,380742000
A0472_R2.fastq.gz,2538280,380742000
A0473_R1.fastq.gz,3000880,450132000
A0473_R2.fastq.gz,3000880,450132000
A0474_R1.fastq.gz,2899406,434910900
A0474_R2.fastq.gz,2899406,434910900
A0475_R1.fastq.gz,2956684,443502600
A0475_R2.fastq.gz,2956684,443502600
A0476_R1.fastq.gz,2837898,425684700
A0476_R2.fastq.gz,2837898,425684700
A0477_R1.fastq.gz,3392011,508801650
A0477_R2.fastq.gz,3392011,508801650
A0478_R1.fastq.gz,3045976,456896400
A0478_R2.fastq.gz,3045976,456896400
A0479_R1.fastq.gz,2951172,442675800
A0479_R2.fastq.gz,2951172,442675800
A0480_R1.fastq.gz,2967900,445185000
A0480_R2.fastq.gz,2967900,445185000
A0481_R1.fastq.gz,4857736,728660400
A0481_R2.fastq.gz,4857736,728660400
A0482_R1.fastq.gz,2556751,383512650
A0482_R2.fastq.gz,2556751,383512650
A0483_R1.fastq.gz,2161194,324179100
A0483_R2.fastq.gz,2161194,324179100
A0484_R1.fastq.gz,2502941,375441150
A0484_R2.fastq.gz,2502941,375441150
A0485_R1.fastq.gz,2620260,393039000
A0485_R2.fastq.gz,2620260,393039000
A0486_R1.fastq.gz,2465249,369787350
A0486_R2.fastq.gz,2465249,369787350
A0487_R1.fastq.gz,2534519,380177850
A0487_R2.fastq.gz,2534519,380177850
A0488_R1.fastq.gz,2508370,376255500
A0488_R2.fastq.gz,2508370,376255500
A0489_R1.fastq.gz,2932338,439850700
A0489_R2.fastq.gz,2932338,439850700
A0490_R1.fastq.gz,2769902,415485300
A0490_R2.fastq.gz,2769902,415485300
A0491_R1.fastq.gz,2651126,397668900
A0491_R2.fastq.gz,2651126,397668900
A0492_R1.fastq.gz,2757593,413638950
A0492_R2.fastq.gz,2757593,413638950
A0493_R1.fastq.gz,2848605,427290750
A0493_R2.fastq.gz,2848605,427290750
A0494_R1.fastq.gz,2665337,399800550
A0494_R2.fastq.gz,2665337,399800550
A0495_R1.fastq.gz,2726622,408993300
A0495_R2.fastq.gz,2726622,408993300
A0496_R1.fastq.gz,2814092,422113800
A0496_R2.fastq.gz,2814092,422113800
A0497_R1.fastq.gz,2929845,439476750
A0497_R2.fastq.gz,2929845,439476750
A0498_R1.fastq.gz,2746137,411920550
A0498_R2.fastq.gz,2746137,411920550
A0499_R1.fastq.gz,2586164,387924600
A0499_R2.fastq.gz,2586164,387924600
A0500_R1.fastq.gz,2674723,401208450
A0500_R2.fastq.gz,2674723,401208450
A0501_R1.fastq.gz,2753032,412954800
A0501_R2.fastq.gz,2753032,412954800
A0502_R1.fastq.gz,2605542,390831300
A0502_R2.fastq.gz,2605542,390831300
A0503_R1.fastq.gz,2593768,389065200
A0503_R2.fastq.gz,2593768,389065200
A0504_R1.fastq.gz,2660707,399106050
A0504_R2.fastq.gz,2660707,399106050
A0505_R1.fastq.gz,3006560,450984000
A0505_R2.fastq.gz,3006560,450984000
A0506_R1.fastq.gz,2766125,414918750
A0506_R2.fastq.gz,2766125,414918750
A0507_R1.fastq.gz,2755489,413323350
A0507_R2.fastq.gz,2755489,413323350
A0508_R1.fastq.gz,2837383,425607450
A0508_R2.fastq.gz,2837383,425607450
A0509_R1.fastq.gz,2938189,440728350
A0509_R2.fastq.gz,2938189,440728350
A0510_R1.fastq.gz,2768076,415211400
A0510_R2.fastq.gz,2768076,415211400
A0511_R1.fastq.gz,2832409,424861350
A0511_R2.fastq.gz,2832409,424861350
A0512_R1.fastq.gz,2892258,433838700
A0512_R2.fastq.gz,2892258,433838700
A0513_R1.fastq.gz,3078496,461774400
A0513_R2.fastq.gz,3078496,461774400
A0514_R1.fastq.gz,2852487,427873050
A0514_R2.fastq.gz,2852487,427873050
A0515_R1.fastq.gz,2749804,412470600
A0515_R2.fastq.gz,2749804,412470600
A0516_R1.fastq.gz,2836533,425479950
A0516_R2.fastq.gz,2836533,425479950
A0517_R1.fastq.gz,2996862,449529300
A0517_R2.fastq.gz,2996862,449529300
A0518_R1.fastq.gz,2738933,410839950
A0518_R2.fastq.gz,2738933,410839950
A0519_R1.fastq.gz,2680860,402129000
A0519_R2.fastq.gz,2680860,402129000
A0520_R1.fastq.gz,2800074,420011100
A0520_R2.fastq.gz,2800074,420011100
A0521_R1.fastq.gz,2921344,438201600
A0521_R2.fastq.gz,2921344,438201600
A0522_R1.fastq.gz,2740770,411115500
A0522_R2.fastq.gz,2740770,411115500
A0523_R1.fastq.gz,2686878,403031700
A0523_R2.fastq.gz,2686878,403031700
A0524_R1.fastq.gz,2938630,440794500
A0524_R2.fastq.gz,2938630,440794500
A0525_R1.fastq.gz,3054420,458163000
A0525_R2.fastq.gz,3054420,458163000
A0526_R1.fastq.gz,2756309,413446350
A0526_R2.fastq.gz,2756309,413446350
A0527_R1.fastq.gz,2682621,402393150
A0527_R2.fastq.gz,2682621,402393150
A0528_R1.fastq.gz,2755661,413349150
A0528_R2.fastq.gz,2755661,413349150
A0529_R1.fastq.gz,2841268,426190200
A0529_R2.fastq.gz,2841268,426190200
A0530_R1.fastq.gz,2633528,395029200
A0530_R2.fastq.gz,2633528,395029200
A0531_R1.fastq.gz,811677,121751550
A0531_R2.fastq.gz,811677,121751550
A0532_R1.fastq.gz,2717177,407576550
A0532_R2.fastq.gz,2717177,407576550
A0533_R1.fastq.gz,2853139,427970850
A0533_R2.fastq.gz,2853139,427970850
A0534_R1.fastq.gz,2672417,400862550
A0534_R2.fastq.gz,2672417,400862550
A0535_R1.fastq.gz,2497725,374658750
A0535_R2.fastq.gz,2497725,374658750
A0536_R1.fastq.gz,2529587,379438050
A0536_R2.fastq.gz,2529587,379438050
A0537_R1.fastq.gz,3073550,461032500
A0537_R2.fastq.gz,3073550,461032500
A0538_R1.fastq.gz,2832034,424805100
A0538_R2.fastq.gz,2832034,424805100
A0539_R1.fastq.gz,2901212,435181800
A0539_R2.fastq.gz,2901212,435181800
A0540_R1.fastq.gz,2756795,413519250
A0540_R2.fastq.gz,2756795,413519250
A0541_R1.fastq.gz,2918119,437717850
A0541_R2.fastq.gz,2918119,437717850
A0542_R1.fastq.gz,2537840,380676000
A0542_R2.fastq.gz,2537840,380676000
A0543_R1.fastq.gz,2608734,391310100
A0543_R2.fastq.gz,2608734,391310100
A0544_R1.fastq.gz,2634603,395190450
A0544_R2.fastq.gz,2634603,395190450
A0545_R1.fastq.gz,3098894,464834100
A0545_R2.fastq.gz,3098894,464834100
A0546_R1.fastq.gz,2868540,430281000
A0546_R2.fastq.gz,2868540,430281000
A0547_R1.fastq.gz,2759371,413905650
A0547_R2.fastq.gz,2759371,413905650
A0548_R1.fastq.gz,2844803,426720450
A0548_R2.fastq.gz,2844803,426720450
A0549_R1.fastq.gz,3003035,450455250
A0549_R2.fastq.gz,3003035,450455250
A0550_R1.fastq.gz,2793021,418953150
A0550_R2.fastq.gz,2793021,418953150
A0551_R1.fastq.gz,2833823,425073450
A0551_R2.fastq.gz,2833823,425073450
A0552_R1.fastq.gz,2894751,434212650
A0552_R2.fastq.gz,2894751,434212650
A0553_R1.fastq.gz,3127056,469058400
A0553_R2.fastq.gz,3127056,469058400
A0554_R1.fastq.gz,2894143,434121450
A0554_R2.fastq.gz,2894143,434121450
A0555_R1.fastq.gz,2814148,422122200
A0555_R2.fastq.gz,2814148,422122200
A0556_R1.fastq.gz,2824524,423678600
A0556_R2.fastq.gz,2824524,423678600
A0557_R1.fastq.gz,3088576,463286400
A0557_R2.fastq.gz,3088576,463286400
A0558_R1.fastq.gz,2720639,408095850
A0558_R2.fastq.gz,2720639,408095850
A0559_R1.fastq.gz,2810234,421535100
A0559_R2.fastq.gz,2810234,421535100
A0560_R1.fastq.gz,2890266,433539900
A0560_R2.fastq.gz,2890266,433539900
A0561_R1.fastq.gz,2974806,446220900
A0561_R2.fastq.gz,2974806,446220900
A0562_R1.fastq.gz,2788902,418335300
A0562_R2.fastq.gz,2788902,418335300
A0563_R1.fastq.gz,2642795,396419250
A0563_R2.fastq.gz,2642795,396419250
A0564_R1.fastq.gz,2754942,413241300
A0564_R2.fastq.gz,2754942,413241300
A0565_R1.fastq.gz,2861711,429256650
A0565_R2.fastq.gz,2861711,429256650
A0566_R1.fastq.gz,2663944,399591600
A0566_R2.fastq.gz,2663944,399591600
A0567_R1.fastq.gz,2751865,412779750
A0567_R2.fastq.gz,2751865,412779750
A0568_R1.fastq.gz,2824164,423624600
A0568_R2.fastq.gz,2824164,423624600
A0569_R1.fastq.gz,3168210,475231500
A0569_R2.fastq.gz,3168210,475231500
A0570_R1.fastq.gz,2901178,435176700
A0570_R2.fastq.gz,2901178,435176700
A0571_R1.fastq.gz,2864970,429745500
A0571_R2.fastq.gz,2864970,429745500
A0572_R1.fastq.gz,2901219,435182850
A0572_R2.fastq.gz,2901219,435182850
A0573_R1.fastq.gz,3020836,453125400
A0573_R2.fastq.gz,3020836,453125400
A0574_R1.fastq.gz,2679447,401917050
A0574_R2.fastq.gz,2679447,401917050
A0575_R1.fastq.gz,2892552,433882800
A0575_R2.fastq.gz,2892552,433882800
A0576_R1.fastq.gz,2973730,446059500
A0576_R2.fastq.gz,2973730,446059500
A0577_R1.fastq.gz,5679961,851994150
A0577_R2.fastq.gz,5679961,851994150
A0578_R1.fastq.gz,6268535,940280250
A0578_R2.fastq.gz,6268535,940280250
A0579_R1.fastq.gz,5221458,783218700
A0579_R2.fastq.gz,5221458,783218700
A0580_R1.fastq.gz,6269086,940362900
A0580_R2.fastq.gz,6269086,940362900
A0581_R1.fastq.gz,5911210,886681500
A0581_R2.fastq.gz,5911210,886681500
A0582_R1.fastq.gz,5876870,881530500
A0582_R2.fastq.gz,5876870,881530500
A0583_R1.fastq.gz,6272813,940921950
A0583_R2.fastq.gz,6272813,940921950
A0584_R1.fastq.gz,5993492,899023800
A0584_R2.fastq.gz,5993492,899023800
A0585_R1.fastq.gz,5384874,807731100
A0585_R2.fastq.gz,5384874,807731100
A0586_R1.fastq.gz,5760141,864021150
A0586_R2.fastq.gz,5760141,864021150
A0587_R1.fastq.gz,5818051,872707650
A0587_R2.fastq.gz,5818051,872707650
A0588_R1.fastq.gz,6791757,1018763550
A0588_R2.fastq.gz,6791757,1018763550
A0589_R1.fastq.gz,6305588,945838200
A0589_R2.fastq.gz,6305588,945838200
A0590_R1.fastq.gz,5346079,801911850
A0590_R2.fastq.gz,5346079,801911850
A0591_R1.fastq.gz,6653559,998033850
A0591_R2.fastq.gz,6653559,998033850
A0592_R1.fastq.gz,5584314,837647100
A0592_R2.fastq.gz,5584314,837647100
A0593_R1.fastq.gz,6032921,904938150
A0593_R2.fastq.gz,6032921,904938150
A0594_R1.fastq.gz,6244878,936731700
A0594_R2.fastq.gz,6244878,936731700
A0595_R1.fastq.gz,5611361,841704150
A0595_R2.fastq.gz,5611361,841704150
A0596_R1.fastq.gz,6907117,1036067550
A0596_R2.fastq.gz,6907117,1036067550
A0597_R1.fastq.gz,6501180,975177000
A0597_R2.fastq.gz,6501180,975177000
A0598_R1.fastq.gz,5884505,882675750
A0598_R2.fastq.gz,5884505,882675750
A0599_R1.fastq.gz,6801453,1020217950
A0599_R2.fastq.gz,6801453,1020217950
A0600_R1.fastq.gz,6477606,971640900
A0600_R2.fastq.gz,6477606,971640900
A0601_R1.fastq.gz,5561512,834226800
A0601_R2.fastq.gz,5561512,834226800
A0602_R1.fastq.gz,6124994,918749100
A0602_R2.fastq.gz,6124994,918749100
A0603_R1.fastq.gz,5653510,848026500
A0603_R2.fastq.gz,5653510,848026500
A0604_R1.fastq.gz,6562268,984340200
A0604_R2.fastq.gz,6562268,984340200
A0605_R1.fastq.gz,5930427,889564050
A0605_R2.fastq.gz,5930427,889564050
A0606_R1.fastq.gz,5826254,873938100
A0606_R2.fastq.gz,5826254,873938100
A0607_R1.fastq.gz,6364495,954674250
A0607_R2.fastq.gz,6364495,954674250
A0608_R1.fastq.gz,5886147,882922050
A0608_R2.fastq.gz,5886147,882922050
A0609_R1.fastq.gz,5492074,823811100
A0609_R2.fastq.gz,5492074,823811100
A0610_R1.fastq.gz,5905195,885779250
A0610_R2.fastq.gz,5905195,885779250
A0611_R1.fastq.gz,5817874,872681100
A0611_R2.fastq.gz,5817874,872681100
A0612_R1.fastq.gz,6751596,1012739400
A0612_R2.fastq.gz,6751596,1012739400
A0613_R1.fastq.gz,6013260,901989000
A0613_R2.fastq.gz,6013260,901989000
A0614_R1.fastq.gz,6037252,905587800
A0614_R2.fastq.gz,6037252,905587800
A0615_R1.fastq.gz,6414584,962187600
A0615_R2.fastq.gz,6414584,962187600
A0616_R1.fastq.gz,6058844,908826600
A0616_R2.fastq.gz,6058844,908826600
A0617_R1.fastq.gz,5941048,891157200
A0617_R2.fastq.gz,5941048,891157200
A0618_R1.fastq.gz,6003602,900540300
A0618_R2.fastq.gz,6003602,900540300
A0619_R1.fastq.gz,5691977,853796550
A0619_R2.fastq.gz,5691977,853796550
A0620_R1.fastq.gz,6734775,1010216250
A0620_R2.fastq.gz,6734775,1010216250
A0621_R1.fastq.gz,5914647,887197050
A0621_R2.fastq.gz,5914647,887197050
A0622_R1.fastq.gz,5982482,897372300
A0622_R2.fastq.gz,5982482,897372300
A0623_R1.fastq.gz,6128212,919231800
A0623_R2.fastq.gz,6128212,919231800
A0624_R1.fastq.gz,5776957,866543550
A0624_R2.fastq.gz,5776957,866543550
A0625_R1.fastq.gz,5692132,853819800
A0625_R2.fastq.gz,5692132,853819800
A0626_R1.fastq.gz,6112255,916838250
A0626_R2.fastq.gz,6112255,916838250
A0627_R1.fastq.gz,6341695,951254250
A0627_R2.fastq.gz,6341695,951254250
A0628_R1.fastq.gz,5984603,897690450
A0628_R2.fastq.gz,5984603,897690450
A0629_R1.fastq.gz,5812489,871873350
A0629_R2.fastq.gz,5812489,871873350
A0630_R1.fastq.gz,5850702,877605300
A0630_R2.fastq.gz,5850702,877605300
A0631_R1.fastq.gz,5694255,854138250
A0631_R2.fastq.gz,5694255,854138250
A0632_R1.fastq.gz,5567753,835162950
A0632_R2.fastq.gz,5567753,835162950
A0633_R1.fastq.gz,5447456,817118400
A0633_R2.fastq.gz,5447456,817118400
A0634_R1.fastq.gz,5302435,795365250
A0634_R2.fastq.gz,5302435,795365250
A0635_R1.fastq.gz,7829660,1174449000
A0635_R2.fastq.gz,7829660,1174449000
A0636_R1.fastq.gz,7421796,1113269400
A0636_R2.fastq.gz,7421796,1113269400
A0637_R1.fastq.gz,7601888,1140283200
A0637_R2.fastq.gz,7601888,1140283200
A0638_R1.fastq.gz,7569372,1135405800
A0638_R2.fastq.gz,7569372,1135405800
A0639_R1.fastq.gz,7308129,1096219350
A0639_R2.fastq.gz,7308129,1096219350
A0640_R1.fastq.gz,7321833,1098274950
A0640_R2.fastq.gz,7321833,1098274950
A0641_R1.fastq.gz,6487527,973129050
A0641_R2.fastq.gz,6487527,973129050
A0642_R1.fastq.gz,6615171,992275650
A0642_R2.fastq.gz,6615171,992275650
A0643_R1.fastq.gz,6781789,1017268350
A0643_R2.fastq.gz,6781789,1017268350
A0644_R1.fastq.gz,6734164,1010124600
A0644_R2.fastq.gz,6734164,1010124600
A0645_R1.fastq.gz,6740037,1011005550
A0645_R2.fastq.gz,6740037,1011005550
A0646_R1.fastq.gz,6747322,1012098300
A0646_R2.fastq.gz,6747322,1012098300
